id,section,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,dsml,aisc,iss,pe,se,total score
219001819,E,male,FALSE,1,FALSE,3,73,94,76,86,85,414
219001820,D,male,TRUE,2,TRUE,2,46,60,50,69,62,287
219001821,C,female,FALSE,1,FALSE,27,88,90,94,78,65,415
219001822,B,male,TRUE,0,FALSE,29,95,68,64,87,60,374
219001823,E,female,FALSE,1,TRUE,2,73,60,70,72,78,353
219001824,E,female,FALSE,5,FALSE,9,70,100,91,68,81,410
219001825,A,male,FALSE,7,FALSE,14,84,99,94,86,63,426
219001826,A,male,FALSE,8,FALSE,25,88,87,90,86,62,413
219001827,A,male,FALSE,1,TRUE,9,66,82,96,87,63,394
219001828,B,male,TRUE,9,FALSE,2,46,93,57,59,73,328
219001829,A,male,FALSE,5,FALSE,31,71,60,73,86,94,384
219001830,C,male,FALSE,5,FALSE,3,76,99,87,94,85,441
219001831,F,female,FALSE,5,FALSE,12,78,66,70,99,84,397
219001832,A,male,FALSE,5,FALSE,5,100,70,58,95,92,415
219001833,A,female,FALSE,10,FALSE,11,73,87,93,99,86,438
219001834,D,male,FALSE,2,FALSE,4,96,85,77,65,88,411
219001835,D,male,FALSE,2,FALSE,25,82,93,70,66,80,391
219001836,C,male,FALSE,1,FALSE,33,81,71,79,69,75,375
219001837,E,male,TRUE,1,FALSE,24,97,67,71,96,100,431
219001838,A,female,FALSE,3,FALSE,0,92,95,60,69,82,398
219001839,C,male,TRUE,6,FALSE,0,81,92,97,65,92,427
219001840,F,female,FALSE,2,FALSE,3,99,71,84,84,69,407
219001841,D,male,FALSE,2,FALSE,26,97,87,90,86,93,453
219001842,C,male,FALSE,7,FALSE,31,80,94,68,82,76,400
219001843,E,female,FALSE,4,FALSE,20,88,91,83,83,63,408
219001844,D,female,FALSE,1,FALSE,9,95,99,67,78,65,404
219001845,E,female,FALSE,10,TRUE,15,90,69,70,97,62,388
219001846,E,male,FALSE,10,FALSE,1,77,50,82,78,70,357
219001847,C,male,TRUE,1,TRUE,4,82,91,95,85,60,413
219001848,A,male,FALSE,3,TRUE,2,90,88,97,73,66,414
219001849,A,female,FALSE,5,FALSE,32,94,81,82,82,98,437
219001850,B,male,TRUE,7,FALSE,2,87,76,87,80,72,402
219001851,F,female,TRUE,1,FALSE,2,86,88,98,79,77,428
219001852,B,female,FALSE,6,FALSE,19,84,83,69,91,69,396
219001853,E,male,FALSE,4,FALSE,12,86,85,64,97,86,418
219001854,E,male,FALSE,10,FALSE,5,70,98,96,65,91,420
219001855,D,female,FALSE,4,FALSE,22,87,72,93,92,83,427
219001856,D,male,TRUE,7,FALSE,1,47,75,62,55,93,332
219001857,D,male,FALSE,0,FALSE,21,96,77,93,86,83,435
219001858,C,female,TRUE,4,FALSE,5,54,96,59,79,93,381
219001859,D,female,FALSE,3,TRUE,5,59,64,68,89,91,371
219001860,C,female,FALSE,2,FALSE,8,92,93,82,70,79,416
219001861,F,male,FALSE,4,FALSE,25,100,78,74,73,78,403
219001862,D,male,FALSE,5,FALSE,34,92,84,84,66,74,400
219001863,F,male,FALSE,3,FALSE,0,75,91,73,94,67,400
219001864,C,female,FALSE,0,FALSE,34,93,63,97,61,92,406
219001865,E,male,FALSE,2,FALSE,31,100,67,63,96,84,410
219001866,C,female,TRUE,7,FALSE,1,80,67,96,94,86,423
219001867,C,female,FALSE,1,TRUE,28,100,66,96,88,77,427
219001868,C,male,TRUE,4,FALSE,5,52,74,71,59,67,323
219001869,A,female,FALSE,1,FALSE,26,95,91,67,70,71,394
219001870,B,male,FALSE,1,FALSE,21,100,100,65,92,67,424
219001871,E,male,FALSE,4,FALSE,22,96,90,84,75,62,407
219001872,B,female,FALSE,3,FALSE,30,60,94,74,98,74,400
219001873,F,female,TRUE,7,FALSE,2,51,90,54,80,71,346
219001874,C,male,FALSE,5,FALSE,24,85,93,64,78,64,384
219001875,F,male,FALSE,10,FALSE,15,76,68,83,67,69,363
219001876,D,male,FALSE,1,FALSE,24,92,87,92,78,74,423
219001877,E,male,FALSE,5,FALSE,3,90,95,73,98,68,424
219001878,F,male,TRUE,6,TRUE,4,73,68,60,96,99,396
219001879,E,female,FALSE,5,FALSE,42,90,92,93,92,100,467
219001880,B,female,FALSE,6,FALSE,24,87,86,91,75,79,418
219001881,A,female,FALSE,1,FALSE,0,93,70,92,90,84,429
219001882,B,female,FALSE,3,FALSE,4,75,68,86,72,89,390
219001883,D,female,FALSE,3,FALSE,25,96,99,82,95,89,461
219001884,E,female,TRUE,1,TRUE,1,63,68,63,73,79,346
219001885,B,male,FALSE,5,FALSE,35,85,89,98,97,95,464
219001886,F,male,FALSE,7,FALSE,20,93,65,77,90,90,415
219001887,A,female,FALSE,7,FALSE,11,60,82,65,91,67,365
219001888,C,male,TRUE,3,FALSE,21,95,63,83,73,74,388
219001889,D,male,TRUE,9,FALSE,1,61,76,51,50,77,315
219001890,D,female,FALSE,3,FALSE,15,97,65,70,96,75,403
219001891,B,male,FALSE,1,FALSE,33,90,91,93,91,97,462
219001892,C,female,TRUE,10,FALSE,4,90,80,66,69,66,371
219001893,B,male,FALSE,2,TRUE,24,85,68,68,78,95,394
219001894,F,female,FALSE,1,FALSE,13,82,98,73,89,66,408
219001895,B,male,TRUE,6,FALSE,5,95,66,72,52,70,355
219001896,F,male,FALSE,1,TRUE,12,95,66,68,91,99,419
219001897,B,male,FALSE,4,TRUE,8,81,71,97,86,73,408
219001898,A,female,FALSE,2,FALSE,8,62,99,95,79,83,418
219001899,B,male,FALSE,5,FALSE,8,95,89,64,80,66,394
219001900,F,female,TRUE,4,TRUE,0,64,51,85,91,93,384
219001901,D,female,FALSE,5,FALSE,14,96,88,82,74,96,436
219001902,C,female,TRUE,4,TRUE,3,40,57,68,99,95,359
219001903,E,male,FALSE,2,FALSE,19,87,84,65,84,65,385
219001904,D,male,FALSE,4,FALSE,29,74,82,61,88,92,397
219001905,D,female,TRUE,7,TRUE,0,51,64,85,78,97,375
219001906,E,male,FALSE,7,FALSE,5,57,98,93,70,67,385
219001907,A,female,FALSE,6,FALSE,4,84,52,52,54,69,311
219001908,A,female,FALSE,7,FALSE,1,84,71,98,95,99,447
219001909,A,male,FALSE,8,TRUE,12,100,73,96,85,63,417
219001910,A,female,FALSE,3,FALSE,27,90,88,95,99,71,443
219001911,E,female,FALSE,4,TRUE,12,97,66,93,78,91,425
219001912,D,male,FALSE,3,FALSE,21,77,69,75,81,89,391
219001913,D,female,FALSE,9,FALSE,15,82,79,84,95,85,425
219001914,C,female,FALSE,3,FALSE,26,89,83,88,79,74,413
219001915,B,female,TRUE,10,FALSE,3,43,58,89,78,86,354
219001916,E,female,FALSE,1,FALSE,31,86,66,94,86,92,424
219001917,D,male,FALSE,9,FALSE,31,92,95,97,78,68,430
219001918,E,male,FALSE,3,FALSE,3,71,60,84,87,64,366
219001919,F,female,FALSE,8,FALSE,16,92,71,97,72,63,395
219001920,B,male,FALSE,5,FALSE,29,77,65,62,84,100,388
219001921,B,male,FALSE,4,FALSE,31,90,87,63,71,68,379
219001922,A,male,FALSE,1,FALSE,46,91,98,96,96,93,474
219001923,D,female,FALSE,1,FALSE,24,88,96,97,60,61,402
219001924,D,female,FALSE,2,FALSE,2,98,85,78,74,96,431
219001925,E,male,TRUE,10,FALSE,2,87,67,88,56,92,390
219001926,D,female,FALSE,3,FALSE,9,66,82,82,96,100,426
219001927,C,female,TRUE,7,FALSE,0,83,51,72,59,73,338
219001928,A,male,FALSE,8,FALSE,4,40,90,68,77,92,367
219001929,E,female,FALSE,6,FALSE,4,43,78,63,63,72,319
219001930,E,male,FALSE,4,FALSE,34,100,74,74,75,69,392
219001931,E,male,FALSE,2,FALSE,34,93,74,78,75,96,416
219001932,B,male,FALSE,5,FALSE,32,98,82,72,93,94,439
219001933,A,female,TRUE,4,FALSE,23,90,73,81,62,81,387
219001934,D,male,FALSE,2,TRUE,20,90,86,91,78,62,407
219001935,F,female,FALSE,1,FALSE,5,68,65,68,97,63,361
219001936,F,female,FALSE,5,TRUE,15,91,98,77,74,63,403
219001937,B,male,FALSE,3,FALSE,21,87,92,67,63,87,396
219001938,F,male,FALSE,1,FALSE,30,91,88,92,98,91,460
219001939,D,male,FALSE,3,TRUE,15,98,87,74,84,85,428
219001940,F,male,FALSE,6,TRUE,18,85,79,82,87,67,400
219001941,C,female,TRUE,10,FALSE,4,40,71,70,81,85,347
219001942,D,male,FALSE,3,FALSE,24,76,76,67,77,100,396
219001943,C,male,FALSE,3,FALSE,15,89,84,93,86,95,447
219001944,C,female,FALSE,3,FALSE,2,76,74,73,87,84,394
219001945,C,female,FALSE,6,FALSE,14,91,100,88,84,100,463
219001946,D,male,FALSE,1,FALSE,5,55,96,88,98,71,408
219001947,A,female,FALSE,5,FALSE,0,93,76,73,88,76,406
219001948,C,female,FALSE,1,FALSE,10,84,60,86,84,81,395
219001949,E,female,TRUE,5,FALSE,2,62,98,52,94,82,388
219001950,F,male,FALSE,3,FALSE,30,80,75,72,84,87,398
219001951,D,female,FALSE,7,FALSE,28,93,85,94,74,83,429
219001952,E,female,FALSE,0,TRUE,29,92,63,61,84,98,398
219001953,B,female,FALSE,0,FALSE,35,87,91,89,92,95,454
219001954,E,female,FALSE,1,FALSE,12,83,93,60,83,88,407
219001955,A,male,TRUE,3,FALSE,32,95,87,67,86,85,420
219001956,C,male,FALSE,2,FALSE,27,79,92,67,66,98,402
219001957,E,female,FALSE,4,FALSE,25,87,84,92,88,60,411
219001958,A,male,FALSE,10,FALSE,11,94,76,74,96,87,427
219001959,C,male,FALSE,3,FALSE,2,82,95,81,73,76,407
219001960,A,female,FALSE,2,FALSE,24,90,89,78,93,65,415
219001961,E,female,FALSE,4,FALSE,16,100,62,76,94,89,421
219001962,C,male,FALSE,7,TRUE,1,98,75,66,88,85,412
219001963,D,male,FALSE,0,FALSE,2,80,94,63,72,68,377
219001964,D,female,FALSE,1,FALSE,35,89,96,100,93,86,464
219001965,F,female,FALSE,0,FALSE,5,96,74,90,95,83,438
219001966,F,female,FALSE,4,FALSE,14,94,80,80,93,78,425
219001967,E,female,FALSE,2,FALSE,26,64,97,96,80,78,415
219001968,D,male,FALSE,3,FALSE,41,89,100,96,85,92,462
219001969,C,female,FALSE,2,TRUE,6,97,99,88,98,60,442
219001970,C,male,FALSE,3,FALSE,35,91,87,93,90,88,449
219001971,F,male,FALSE,0,TRUE,30,96,99,65,76,68,404
219001972,A,male,FALSE,2,TRUE,12,81,97,86,78,80,422
219001973,B,female,FALSE,2,FALSE,29,87,61,66,90,61,365
219001974,C,female,TRUE,9,TRUE,4,67,77,93,50,74,361
219001975,B,female,TRUE,2,FALSE,0,100,60,89,89,67,405
219001976,C,male,FALSE,3,FALSE,17,88,60,60,94,69,371
219001977,E,female,FALSE,1,TRUE,20,86,100,76,77,86,425
219001978,F,female,FALSE,2,FALSE,35,85,90,88,97,100,460
219001979,B,male,FALSE,2,FALSE,26,93,80,88,62,65,388
219001980,F,female,FALSE,3,TRUE,24,80,77,81,99,83,420
219001981,A,female,TRUE,6,FALSE,0,56,57,79,89,89,370
219001982,F,male,FALSE,7,FALSE,32,87,84,96,98,64,429
219001983,F,male,FALSE,4,TRUE,4,97,96,61,79,70,403
219001984,D,male,FALSE,3,FALSE,34,86,98,86,83,89,442
219001985,F,female,TRUE,3,FALSE,29,97,81,71,62,82,393
219001986,A,male,FALSE,2,TRUE,35,91,97,97,88,99,472
219001987,C,female,FALSE,5,FALSE,23,86,96,84,96,92,454
219001988,D,male,TRUE,8,FALSE,5,90,54,59,76,72,351
219001989,F,female,FALSE,0,FALSE,1,95,87,84,84,65,415
219001990,E,male,FALSE,1,FALSE,31,90,76,76,79,84,405
219001991,D,female,FALSE,1,TRUE,14,66,87,70,76,89,388
219001992,C,male,FALSE,6,FALSE,3,81,72,91,71,88,403
219001993,B,male,TRUE,2,FALSE,18,85,86,69,98,62,400
219001994,D,male,FALSE,1,TRUE,47,94,95,85,91,96,461
219001995,D,female,FALSE,2,FALSE,4,81,83,63,79,83,389
219001996,A,male,TRUE,1,TRUE,32,97,95,67,93,89,441
219001997,E,male,FALSE,3,TRUE,20,100,72,98,76,76,422
219001998,D,female,TRUE,6,FALSE,3,54,72,80,83,85,374
219001999,C,male,TRUE,5,FALSE,19,97,70,74,74,81,396
219002000,F,male,FALSE,1,TRUE,5,65,67,84,65,73,354
219002001,D,male,FALSE,10,TRUE,0,53,57,72,78,79,339
219002002,C,female,FALSE,10,TRUE,9,82,80,88,96,95,441
219002003,C,female,FALSE,10,FALSE,4,93,79,54,99,79,404
219002004,C,male,FALSE,3,FALSE,22,93,73,94,84,74,418
219002005,E,female,FALSE,9,FALSE,3,91,88,89,81,69,418
219002006,D,female,FALSE,3,FALSE,33,99,85,100,77,98,459
219002007,E,male,FALSE,0,FALSE,13,87,81,85,98,81,432
219002008,E,male,FALSE,0,FALSE,19,83,91,62,76,93,405
219002009,C,female,FALSE,2,TRUE,10,59,90,74,77,81,381
219002010,A,female,TRUE,2,FALSE,29,74,71,60,64,63,332
219002011,A,male,FALSE,3,TRUE,31,81,71,92,93,63,400
219002012,E,male,FALSE,3,TRUE,3,80,85,81,75,72,393
219002013,C,female,FALSE,0,TRUE,29,89,72,77,95,92,425
219002014,B,male,TRUE,3,FALSE,34,65,82,65,92,64,368
219002015,C,male,TRUE,10,FALSE,4,94,60,77,93,60,384
219002016,B,male,FALSE,3,FALSE,34,93,80,67,80,91,411
219002017,F,male,FALSE,2,FALSE,30,90,91,84,86,93,444
219002018,F,female,FALSE,3,FALSE,18,67,87,73,82,70,379
219002019,A,male,FALSE,3,FALSE,32,81,73,72,81,72,379
219002020,A,male,FALSE,1,FALSE,31,95,88,96,65,80,424
219002021,F,male,FALSE,10,FALSE,0,67,93,86,73,85,404
219002022,C,male,FALSE,7,FALSE,3,83,99,88,81,68,419
219002023,B,female,FALSE,3,TRUE,5,87,67,64,81,90,389
219002024,B,male,FALSE,3,TRUE,24,82,84,68,64,73,371
219002025,B,female,FALSE,4,FALSE,27,97,65,90,84,75,411
219002026,D,male,FALSE,1,TRUE,21,88,77,89,70,71,395
219002027,C,female,FALSE,4,FALSE,32,91,81,61,82,73,388
219002028,A,female,TRUE,7,FALSE,5,77,83,65,80,88,393
219002029,C,female,FALSE,7,FALSE,7,94,96,77,75,98,440
219002030,D,male,TRUE,8,FALSE,1,100,91,82,51,77,401
219002031,A,female,FALSE,3,FALSE,22,96,79,72,94,64,405
219002032,F,male,FALSE,5,TRUE,15,75,76,65,80,91,387
219002033,C,male,FALSE,1,FALSE,12,94,85,63,89,66,397
219002034,A,male,FALSE,3,TRUE,21,89,89,65,83,61,387
219002035,B,male,TRUE,5,FALSE,24,100,74,87,95,92,448
219002036,F,female,FALSE,7,FALSE,18,94,61,67,88,70,380
219002037,E,female,FALSE,6,FALSE,4,78,100,87,80,98,443
219002038,A,male,TRUE,6,FALSE,5,65,88,57,62,62,334
219002039,D,female,TRUE,7,FALSE,32,68,72,76,94,97,407
219002040,A,male,FALSE,8,TRUE,0,93,98,76,89,92,448
219002041,D,female,FALSE,2,FALSE,34,100,95,83,94,83,455
219002042,B,female,FALSE,5,FALSE,28,85,64,78,95,91,413
219002043,A,male,TRUE,1,TRUE,30,80,82,89,95,70,416
219002044,A,male,FALSE,8,FALSE,31,97,60,98,83,75,413
219002045,A,male,FALSE,3,TRUE,33,85,100,84,77,62,408
219002046,F,female,FALSE,2,FALSE,28,87,87,98,92,81,445
219002047,F,male,FALSE,2,FALSE,31,79,82,63,89,96,409
219002048,B,male,TRUE,3,FALSE,7,87,73,88,71,85,404
219002049,C,female,FALSE,6,FALSE,28,72,62,60,86,64,344
219002050,C,female,FALSE,4,TRUE,44,89,93,99,89,98,468
219002051,F,female,TRUE,0,FALSE,13,62,87,90,88,95,422
219002052,B,male,FALSE,2,FALSE,15,93,86,82,87,84,432
219002053,C,female,FALSE,3,FALSE,16,75,97,83,74,74,403
219002054,D,female,FALSE,1,FALSE,18,75,61,69,96,63,364
219002055,E,female,FALSE,1,FALSE,28,88,92,70,94,85,429
219002056,B,female,FALSE,5,FALSE,29,86,95,72,80,65,398
219002057,B,female,FALSE,8,FALSE,30,86,97,75,95,80,433
219002058,C,female,FALSE,1,TRUE,32,99,88,68,62,75,392
219002059,F,female,FALSE,0,FALSE,19,95,76,96,74,93,434
219002060,B,female,FALSE,2,FALSE,18,92,61,93,97,79,422
219002061,B,female,FALSE,5,FALSE,23,88,96,99,62,86,431
219002062,B,male,FALSE,7,FALSE,16,92,76,61,93,94,416
219002063,C,female,TRUE,8,FALSE,1,70,75,83,86,62,376
219002064,B,male,TRUE,1,FALSE,35,85,98,92,88,95,458
219002065,F,male,FALSE,3,FALSE,32,79,69,80,71,88,387
219002066,F,male,FALSE,0,FALSE,31,60,75,94,82,79,390
219002067,C,male,FALSE,10,FALSE,0,63,89,87,73,80,392
219002068,C,male,FALSE,3,FALSE,24,99,82,60,91,93,425
219002069,E,female,FALSE,4,FALSE,13,93,71,82,94,88,428
219002070,A,male,FALSE,1,FALSE,4,63,92,82,82,60,379
219002071,A,female,FALSE,1,FALSE,1,81,84,78,86,73,402
219002072,F,female,FALSE,5,FALSE,27,60,66,82,76,79,363
219002073,A,female,TRUE,7,FALSE,4,68,68,53,87,74,350
219002074,D,male,FALSE,7,FALSE,8,89,65,75,60,60,349
219002075,E,male,FALSE,1,TRUE,35,86,89,91,85,92,443
219002076,E,male,FALSE,2,TRUE,7,71,83,76,87,74,391
219002077,A,female,FALSE,9,FALSE,4,72,58,79,50,98,357
219002078,F,male,FALSE,2,FALSE,25,74,90,69,89,68,390
219002079,A,male,FALSE,2,FALSE,28,99,75,81,87,63,405
219002080,C,male,FALSE,4,FALSE,19,99,74,95,65,91,424
219002081,D,male,FALSE,2,FALSE,16,88,82,98,73,74,415
219002082,D,female,FALSE,3,FALSE,6,65,77,89,76,61,368
219002083,D,female,TRUE,5,FALSE,4,90,87,81,80,92,430
219002084,B,male,FALSE,9,FALSE,34,91,79,60,96,83,409
219002085,D,male,TRUE,3,FALSE,31,86,66,66,99,91,408
219002086,F,male,FALSE,2,FALSE,27,86,98,67,75,65,391
219002087,E,female,FALSE,4,FALSE,22,92,85,94,80,71,422
219002088,B,female,FALSE,3,TRUE,25,90,64,64,81,93,392
219002089,B,female,FALSE,3,FALSE,19,98,61,62,87,64,372
219002090,F,male,FALSE,1,FALSE,28,72,68,62,98,67,367
219002091,B,male,TRUE,3,TRUE,34,77,83,84,84,71,399
219002092,B,male,FALSE,10,FALSE,5,75,84,70,99,85,413
219002093,D,male,TRUE,1,FALSE,34,94,83,76,93,94,440
219002094,C,male,FALSE,7,FALSE,34,75,71,62,78,95,381
219002095,D,female,FALSE,0,FALSE,19,91,66,97,89,82,425
219002096,E,male,FALSE,0,FALSE,13,75,100,63,71,73,382
219002097,E,male,FALSE,3,FALSE,18,93,86,72,61,98,410
219002098,C,female,FALSE,5,FALSE,1,86,80,85,86,69,406
219002099,D,male,FALSE,1,FALSE,29,92,96,79,89,78,434
219002100,A,male,FALSE,5,FALSE,34,90,61,72,84,72,379
219002101,F,female,FALSE,1,FALSE,31,92,96,91,98,100,477
219002102,B,male,FALSE,2,FALSE,14,90,71,96,74,80,411
219002103,A,female,FALSE,6,TRUE,32,78,77,100,82,61,398
219002104,F,male,FALSE,10,FALSE,5,82,58,91,55,98,384
219002105,B,female,FALSE,5,FALSE,33,86,81,63,92,95,417
219002106,C,male,FALSE,1,FALSE,32,83,93,94,90,78,438
219002107,C,female,FALSE,0,FALSE,11,69,70,79,81,89,388
219002108,F,male,FALSE,0,FALSE,12,83,96,96,82,77,434
219002109,F,male,FALSE,2,FALSE,24,84,98,70,78,93,423
219002110,B,male,FALSE,2,TRUE,29,89,77,88,80,87,421
219002111,B,female,FALSE,0,FALSE,33,77,73,83,82,80,395
219002112,E,male,FALSE,0,FALSE,13,94,98,64,98,96,450
219002113,F,female,FALSE,3,FALSE,10,93,81,74,94,98,440
219002114,C,female,FALSE,3,FALSE,38,92,90,94,92,96,464
219002115,B,male,FALSE,2,FALSE,5,73,92,99,91,71,426
219002116,C,female,FALSE,3,TRUE,35,90,100,98,98,96,482
219002117,B,female,TRUE,10,FALSE,1,87,85,82,87,91,432
219002118,C,male,FALSE,2,FALSE,21,88,99,72,87,79,425
219002119,C,female,FALSE,6,FALSE,5,88,71,85,94,90,428
219002120,C,female,TRUE,1,TRUE,15,96,64,88,92,77,417
219002121,F,female,FALSE,3,FALSE,28,89,85,91,91,91,447
219002122,D,female,FALSE,1,FALSE,5,58,69,83,70,97,377
219002123,D,male,FALSE,2,FALSE,35,95,97,94,99,96,481
219002124,E,female,FALSE,8,TRUE,28,76,86,72,79,63,376
219002125,D,male,FALSE,2,FALSE,16,87,91,76,97,61,412
219002126,F,male,FALSE,2,FALSE,29,60,86,66,99,89,400
219002127,E,male,FALSE,10,FALSE,3,70,83,52,97,69,371
219002128,F,male,FALSE,6,FALSE,35,90,99,94,89,85,457
219002129,E,female,FALSE,2,FALSE,29,75,61,73,77,81,367
219002130,F,female,FALSE,3,TRUE,14,96,96,87,81,95,455
219002131,E,male,FALSE,2,FALSE,11,88,81,61,96,60,386
219002132,D,male,FALSE,2,TRUE,1,99,87,94,93,93,466
219002133,C,female,FALSE,4,FALSE,14,86,64,88,95,97,430
219002134,C,female,FALSE,4,TRUE,11,96,85,87,80,79,427
219002135,D,female,FALSE,3,FALSE,28,87,70,81,90,91,419
219002136,F,male,FALSE,6,FALSE,18,89,96,97,84,63,429
219002137,E,female,FALSE,1,FALSE,31,77,67,67,90,66,367
219002138,D,female,TRUE,6,FALSE,2,57,51,59,74,68,309
219002139,B,female,FALSE,0,FALSE,32,88,91,92,65,88,424
219002140,A,female,FALSE,3,FALSE,3,56,78,82,99,81,396
219002141,B,female,TRUE,1,FALSE,33,94,64,79,98,93,428
219002142,C,female,FALSE,3,FALSE,4,57,76,59,84,73,349
219002143,B,female,TRUE,4,FALSE,0,81,68,65,78,82,374
219002144,A,female,FALSE,2,FALSE,10,96,64,84,79,99,422
219002145,E,female,FALSE,8,FALSE,11,97,76,80,82,64,399
219002146,C,male,FALSE,3,FALSE,5,86,92,86,67,79,410
219002147,D,male,FALSE,4,FALSE,33,94,95,82,63,97,431
219002148,F,female,FALSE,2,TRUE,29,88,94,80,95,78,435
219002149,E,male,FALSE,3,FALSE,26,84,74,67,99,65,389
219002150,B,male,FALSE,1,FALSE,25,85,88,62,71,75,381
219002151,A,male,FALSE,2,TRUE,30,78,95,71,71,69,384
219002152,E,male,FALSE,2,FALSE,13,86,77,74,72,95,404
219002153,A,female,FALSE,1,FALSE,25,99,80,83,68,61,391
219002154,D,female,FALSE,0,FALSE,15,67,99,84,81,78,409
219002155,F,male,FALSE,6,FALSE,10,84,60,83,75,97,399
219002156,B,female,TRUE,3,TRUE,0,72,96,95,71,83,417
219002157,B,male,TRUE,1,FALSE,17,74,99,92,85,81,431
219002158,B,female,TRUE,5,FALSE,4,74,83,52,87,95,391
219002159,C,male,FALSE,3,FALSE,32,91,64,69,94,61,379
219002160,D,female,FALSE,5,FALSE,34,77,94,77,83,64,395
219002161,D,female,FALSE,7,FALSE,8,87,91,60,67,62,367
219002162,B,female,FALSE,1,TRUE,3,60,61,63,71,73,328
219002163,E,male,FALSE,1,TRUE,3,92,86,80,97,88,443
219002164,E,female,TRUE,9,FALSE,4,71,63,50,64,69,317
219002165,A,female,FALSE,1,FALSE,2,62,91,75,76,78,382
219002166,F,male,FALSE,0,FALSE,0,100,81,91,64,83,419
219002167,E,male,FALSE,5,TRUE,3,94,100,77,96,68,435
219002168,D,female,FALSE,4,FALSE,4,98,66,94,72,86,416
219002169,B,male,FALSE,3,FALSE,21,94,88,81,92,73,428
219002170,B,male,FALSE,3,FALSE,4,92,93,67,84,69,405
219002171,C,male,FALSE,5,TRUE,1,50,93,84,73,74,374
219002172,C,female,FALSE,7,FALSE,49,99,94,96,88,92,469
219002173,C,female,FALSE,3,FALSE,12,70,89,60,85,66,370
219002174,A,female,FALSE,6,FALSE,9,92,86,61,80,62,381
219002175,C,male,TRUE,1,FALSE,20,82,86,66,93,91,418
219002176,B,male,FALSE,7,TRUE,16,83,82,62,68,76,371
219002177,B,male,FALSE,1,FALSE,13,84,64,74,92,64,378
219002178,E,male,FALSE,0,FALSE,30,60,91,83,88,97,419
219002179,D,male,FALSE,3,FALSE,7,67,99,60,81,63,370
219002180,A,female,FALSE,3,FALSE,38,96,93,91,90,88,458
219002181,D,female,FALSE,4,FALSE,7,97,61,77,94,61,390
219002182,C,male,FALSE,1,FALSE,8,89,79,60,77,73,378
219002183,E,male,FALSE,0,FALSE,8,68,62,65,65,64,324
219002184,B,male,FALSE,9,TRUE,11,82,94,75,98,76,425
219002185,F,female,FALSE,3,TRUE,30,85,99,81,83,75,423
219002186,E,female,FALSE,3,TRUE,11,86,84,86,91,66,413
219002187,C,male,FALSE,2,FALSE,35,87,89,94,91,88,449
219002188,E,female,FALSE,7,FALSE,4,98,58,78,74,75,383
219002189,D,female,FALSE,9,TRUE,6,91,75,86,67,97,416
219002190,B,male,FALSE,1,FALSE,33,100,89,91,75,72,427
219002191,E,female,FALSE,1,FALSE,1,50,70,75,62,100,357
219002192,C,male,FALSE,3,FALSE,11,75,70,62,87,98,392
219002193,E,female,FALSE,7,FALSE,21,86,81,63,75,79,384
219002194,B,male,FALSE,3,FALSE,24,80,67,72,99,67,385
219002195,E,male,FALSE,7,FALSE,4,56,92,74,80,68,370
219002196,A,male,FALSE,1,FALSE,1,91,85,78,82,85,421
219002197,A,male,FALSE,1,TRUE,12,94,90,79,76,75,414
219002198,B,male,FALSE,7,FALSE,28,81,99,86,60,89,415
219002199,E,male,FALSE,2,FALSE,20,94,91,94,99,69,447
219002200,A,female,FALSE,3,FALSE,35,99,93,87,90,96,465
219002201,B,female,FALSE,0,FALSE,33,88,62,88,83,84,405
219002202,C,female,FALSE,6,FALSE,4,79,68,82,73,89,391
219002203,E,male,TRUE,4,FALSE,1,49,70,90,71,67,347
219002204,B,female,FALSE,5,FALSE,7,97,67,87,68,67,386
219002205,E,male,FALSE,3,FALSE,27,96,82,71,90,65,404
219002206,D,female,FALSE,2,FALSE,34,89,75,65,93,90,412
219002207,D,female,TRUE,2,FALSE,17,94,77,65,79,96,411
219002208,A,male,FALSE,1,FALSE,18,62,95,68,60,68,353
219002209,D,female,FALSE,2,TRUE,9,68,92,77,88,74,399
219002210,B,female,FALSE,2,FALSE,3,58,99,98,65,78,398
219002211,F,female,FALSE,5,FALSE,28,92,75,84,82,78,411
219002212,E,female,FALSE,5,FALSE,28,90,86,83,71,84,414
219002213,D,female,FALSE,2,FALSE,26,84,89,96,60,88,417
219002214,A,female,TRUE,10,TRUE,4,81,50,53,91,78,353
219002215,C,female,FALSE,3,FALSE,15,87,94,82,98,88,449
219002216,E,female,FALSE,3,FALSE,33,88,83,74,72,61,378
219002217,E,female,FALSE,3,TRUE,31,76,100,96,98,97,467
219002218,E,male,FALSE,5,TRUE,7,60,65,90,96,74,385
219002219,B,female,FALSE,1,FALSE,26,85,98,68,63,77,391
219002220,C,female,FALSE,9,FALSE,3,73,57,93,85,77,385
219002221,F,male,FALSE,5,FALSE,31,99,80,89,83,93,444
219002222,A,male,FALSE,4,FALSE,1,95,77,81,57,70,380
219002223,D,male,FALSE,4,TRUE,30,92,92,78,68,96,426
219002224,F,male,FALSE,2,TRUE,28,100,76,60,90,66,392
219002225,F,female,TRUE,3,FALSE,24,89,98,94,60,95,436
219002226,B,female,FALSE,1,TRUE,28,94,68,94,76,77,409
219002227,C,male,FALSE,6,FALSE,6,89,78,85,84,99,435
219002228,F,female,TRUE,9,TRUE,5,74,82,51,65,82,354
